"コード","大学名","学部名","学科名"
"305501010381","奈良大学","文","地理-セ試前期A"
"305501010401","奈良大学","文","文化財-前期Ａ日程3科目"
"305501010481","奈良大学","文","文化財-セ試前期A"
"305505010301","奈良大学","社会","心理-前期Ａ日程3科目"
"305505010381","奈良大学","社会","心理-セ試前期A"
"305505010401","奈良大学","社会","社会調査-前期Ａ日程3科目"
"305505010481","奈良大学","社会","社会調査-セ試前期A"
"306004370101","奈良産業大学","ビジネス","ビジネス-Ａ日程2科目"
"306004370181","奈良産業大学","ビジネス","ビジネス-セ試前期"
"306010510101","奈良産業大学","情報","情報-Ａ日程2科目"
"306010510181","奈良産業大学","情報","情報-セ試前期"
"306501010101","高野山大学","文","密教-前期"
"307003510100","鳥取環境大学","経営","経営-A方式"
"307003510180","鳥取環境大学","経営","経営-セ試１期"
"307010010100","鳥取環境大学","環境","環境-A方式"
"307010010180","鳥取環境大学","環境","環境-セ試１期"
"307514550201","岡山学院大学","人間生活","食物栄養-Ⅰ期"
"308002010101","岡山商科大学","法","法学-前期Ａ日程"
"308002010102","岡山商科大学","法","法学-前期Ｂ日程"
"308002010181","岡山商科大学","法","法学-セ試前期"
"308003010101","岡山商科大学","経済","経済-前期Ａ日程"
"308003010102","岡山商科大学","経済","経済-前期Ｂ日程"
"308003010181","岡山商科大学","経済","経済-セ試前期"
"308003510101","岡山商科大学","経営","経営-前期Ａ日程"
"308003510102","岡山商科大学","経営","経営-前期Ｂ日程"
"308003510181","岡山商科大学","経営","経営-セ試前期"
"308003510201","岡山商科大学","経営","商学-前期Ａ日程"
"308003510202","岡山商科大学","経営","商学-前期Ｂ日程"
"308003510281","岡山商科大学","経営","商学-セ試前期"
"308509030101","岡山理科大学","総合情報","社会情報-前期ＳＡ方式"
"308509030102","岡山理科大学","総合情報","社会情報-前期ＳＡＢ方式"
"308509030103","岡山理科大学","総合情報","社会情報-前期ＳＢ方式"
"308509030104","岡山理科大学","総合情報","社会情報-前期Ｂ１方式"
"308509030181","岡山理科大学","総合情報","社会情報-セ試ＣⅠ"
"308509030201","岡山理科大学","総合情報","情報科学-前期ＳＡ方式"
"308509030202","岡山理科大学","総合情報","情報科学-前期ＳＡＢ方式"
"308509030203","岡山理科大学","総合情報","情報科学-前期ＳＢ方式"
"308509030204","岡山理科大学","総合情報","情報科学-前期Ｂ１方式"
"308509030281","岡山理科大学","総合情報","情報科学-セ試ＣⅠ"
"308510810101","岡山理科大学","理","基礎理学-前期ＳＡ方式"
"308510810102","岡山理科大学","理","基礎理学-前期ＳＡB方式"
"308510810103","岡山理科大学","理","基礎理学-前期ＳＢ方式"
"308510810104","岡山理科大学","理","基礎理学-前期Ｂ１方式"
"308510810181","岡山理科大学","理","基礎理学-セ試ＣⅠ"
"308510810201","岡山理科大学","理","応用数学-前期ＳＡ方式"
"308510810202","岡山理科大学","理","応用数学-前期ＳＡB方式"
"308510810203","岡山理科大学","理","応用数学-前期ＳＢ方式"
"308510810204","岡山理科大学","理","応用数学-前期Ｂ１方式"
"308510810281","岡山理科大学","理","応用数学-セ試ＣⅠ"
"308510810301","岡山理科大学","理","応物/物理科学-前期ＳＡ方式"
"308510810302","岡山理科大学","理","応物/物理科学-前期ＳＡB方式"
"308510810303","岡山理科大学","理","応物/物理科学-前期ＳＢ方式"
"308510810304","岡山理科大学","理","応物/物理科学-前期Ｂ１方式"
"308510810381","岡山理科大学","理","応物/物理科学-セ試ＣⅠ"
"308510810401","岡山理科大学","理","化学-前期ＳＡ方式"
"308510810402","岡山理科大学","理","化学-前期ＳＡB方式"
"308510810403","岡山理科大学","理","化学-前期ＳＢ方式"
"308510810404","岡山理科大学","理","化学-前期Ｂ１方式"
"308510810481","岡山理科大学","理","化学-セ試ＣⅠ"
"308510810501","岡山理科大学","理","生物化学-前期ＳＡ方式"
"308510810502","岡山理科大学","理","生物化学-前期ＳＡB方式"
"308510810503","岡山理科大学","理","生物化学-前期ＳＢ方式"
"308510810504","岡山理科大学","理","生物化学-前期Ｂ１方式"
"308510810581","岡山理科大学","理","生物化学-セ試ＣⅠ"
"308510810601","岡山理科大学","理","臨床生命科学-前期ＳＡ方式"
"308510810602","岡山理科大学","理","臨床生命科学-前期ＳＡB方式"
"308510810603","岡山理科大学","理","臨床生命科学-前期ＳＢ方式"
"308510810604","岡山理科大学","理","臨床生命科学-前期Ｂ１方式"
"308510810681","岡山理科大学","理","臨床生命科学-セ試ＣⅠ"
"308510810701","岡山理科大学","理","応物/医用科学-前期ＳＡ方式"
"284503510381","近畿大学","経営","商学-セ試C方式前期"
"284503510382","近畿大学","経営","商学-セ試ＰＣ方式前期"
"284503510401","近畿大学","経営","キャリア・マネジメント-前期Ａ日程"
"284503510402","近畿大学","経営","キャリア・マネジメント-前期Ｂ日程"
"284503510481","近畿大学","経営","キャリア・マネジメント-セ試C方式前期"
"284503510482","近畿大学","経営","キャリア・マネジメント-セ試ＰＣ方式前期"
"284505180101","近畿大学","総合社会","総合/社会･マスメディア-前期Ａ日程"
"284505180102","近畿大学","総合社会","総合/社会･マスメディア-前期Ｂ日程"
"284505180181","近畿大学","総合社会","総合/社会･マスメディア-セ試C方式前期"
"284505180182","近畿大学","総合社会","総合/社会･マスメディア-セ試ＰＣ前期"
"284505180201","近畿大学","総合社会","総合/心理-前期Ａ日程"
"284505180202","近畿大学","総合社会","総合/心理-前期Ｂ日程"
"284505180281","近畿大学","総合社会","総合/心理-セ試C方式前期"
"284505180282","近畿大学","総合社会","総合/心理-セ試ＰＣ方式前期"
"284505180301","近畿大学","総合社会","総合/環境-前期Ａ日程"
"284505180302","近畿大学","総合社会","総合/環境-前期Ｂ日程"
"284505180381","近畿大学","総合社会","総合/環境-セ試C方式前期"
"284505180382","近畿大学","総合社会","総合/環境-セ試ＰＣ方式前期"
"284511010201","近畿大学","理工","生命科学-前期Ａ日程"
"284511010202","近畿大学","理工","生命科学-前期Ｂ日程"
"284511010281","近畿大学","理工","生命科学-セ試C方式前期"
"284511010282","近畿大学","理工","生命科学-セ試ＰＣ方式前期"
"284511010301","近畿大学","理工","機械工-前期Ａ日程"
"284511010302","近畿大学","理工","機械工-前期Ｂ日程"
"284511010381","近畿大学","理工","機械工-セ試C方式前期"
"284511010382","近畿大学","理工","機械工-セ試ＰＣ方式前期"
"284511010401","近畿大学","理工","電気電子工-前期Ａ日程"
"284511010402","近畿大学","理工","電気電子工-前期Ｂ日程"
"284511010481","近畿大学","理工","電気電子工-セ試C方式前期"
"284511010482","近畿大学","理工","電気電子工-セ試ＰＣ方式前期"
"284511010501","近畿大学","理工","情報-前期Ａ日程"
"284511010502","近畿大学","理工","情報-前期Ｂ日程"
"284511010581","近畿大学","理工","情報-セ試C方式前期"
"284511010582","近畿大学","理工","情報-セ試ＰＣ方式前期"
"284511010601","近畿大学","理工","応用化学-前期Ａ日程"
"284511010602","近畿大学","理工","応用化学-前期Ｂ日程"
"284511010681","近畿大学","理工","応用化学-セ試C方式前期"
"284511010682","近畿大学","理工","応用化学-セ試ＰＣ方式前期"
"284511010801","近畿大学","理工","社会環境工-前期Ａ日程"
"284511010802","近畿大学","理工","社会環境工-前期Ｂ日程"
"284511010881","近畿大学","理工","社会環境工-セ試C方式前期"
"284511010882","近畿大学","理工","社会環境工-セ試ＰＣ方式前期"
"284511010901","近畿大学","理工","理学/数学-前期Ａ日程"
"284511010902","近畿大学","理工","理学/数学-前期Ｂ日程"
"284511010981","近畿大学","理工","理学/数学-セ試C方式前期"
"284511010982","近畿大学","理工","理学/数学-セ試ＰＣ方式前期"
"284511011001","近畿大学","理工","理学/物理-前期Ａ日程"
"284511011002","近畿大学","理工","理学/物理-前期Ｂ日程"
"284511011081","近畿大学","理工","理学/物理-セ試C方式前期"
"284511011082","近畿大学","理工","理学/物理-セ試ＰＣ方式前期"
"284511011101","近畿大学","理工","理学/化学-前期Ａ日程"
"284511011102","近畿大学","理工","理学/化学-前期Ｂ日程"
"284511011181","近畿大学","理工","理学/化学-セ試C方式前期"
"284511011182","近畿大学","理工","理学/化学-セ試ＰＣ方式前期"
"284511070101","近畿大学","産業理工","電気通信工-前期Ａ日程"
"284511070102","近畿大学","産業理工","電気通信工-前期Ｂ日程"
"284511070181","近畿大学","産業理工","電気通信工-セ試C方式前期"
"284511070183","近畿大学","産業理工","電気通信工-セ試ＰＣ方式前期"
"284511070201","近畿大学","産業理工","情報-前期Ａ日程"
"284511070202","近畿大学","産業理工","情報-前期Ｂ日程"
"284511070281","近畿大学","産業理工","情報-セ試C方式前期"
"284511070283","近畿大学","産業理工","情報-セ試ＰＣ方式前期"
"284511070301","近畿大学","産業理工","経営ビジネス-前期Ａ日程"
"284511070302","近畿大学","産業理工","経営ビジネス-前期Ｂ日程"
"284511070381","近畿大学","産業理工","経営ビジネス-セ試C方式前期"
"284511070383","近畿大学","産業理工","経営ビジネス-セ試ＰＣ方式前期"
"330011510701","九州産業大学","工","住居・インテリア設計-前期"
"330011510781","九州産業大学","工","住居・インテリア設計-セ試前期"
"330011510782","九州産業大学","工","住居・インテリア設計-セ試プラス"
"330017510101","九州産業大学","芸術","美術-前期"
"330017510181","九州産業大学","芸術","美術-セ試前期"
"330017510182","九州産業大学","芸術","美術-セ試併用"
"330017510301","九州産業大学","芸術","写真映像-前期"
"330017510381","九州産業大学","芸術","写真映像-セ試前期"
"330017510383","九州産業大学","芸術","写真映像-セ試プラス"
"330017510401","九州産業大学","芸術","デザイン-前期"
"330017510481","九州産業大学","芸術","デザイン-セ試前期"
"330017510482","九州産業大学","芸術","デザイン-セ試併用"
"330031520101","九州産業大学","経済・夜","経済-前期"
"330031520181","九州産業大学","経済・夜","経済-セ試前期"
"330031520182","九州産業大学","経済・夜","経済-セ試併用"
"330031910101","九州産業大学","商２部","商学-前期"
"330503710101","九州情報大学","経営情報","経営情報-一期"
"330503710181","九州情報大学","経営情報","経営情報-セ試前期"
"330503710201","九州情報大学","経営情報","情報ネットワーク-一期"
"330503710281","九州情報大学","経営情報","情報ネットワーク-セ試前期"
"331006340301","九州女子大学","人間科学","人間/人間発達学-Ａ日程"
"331006340381","九州女子大学","人間科学","人間/人間発達学-セ試Ⅰ期"
"331006340401","九州女子大学","人間科学","人間/人間基礎学-Ａ日程"
"331006340481","九州女子大学","人間科学","人間/人間基礎学-セ試Ⅰ期"
"331014510101","九州女子大学","家政","人間生活-Ａ日程"
"331014510181","九州女子大学","家政","人間生活-セ試Ⅰ期"
"331014510201","九州女子大学","家政","栄養-Ａ日程"
"331014510281","九州女子大学","家政","栄養-セ試Ⅰ期"
"331501010200","久留米大学","文","情報社会"
"331501010281","久留米大学","文","情報社会-セ試Ａ日程"
"331501010400","久留米大学","文","国際/英語コミュニケ"
"331501010481","久留米大学","文","国際/英語コミュニケ-セ試Ａ日程"
"331501010500","久留米大学","文","国際/国際文化"
"331501010581","久留米大学","文","国際/国際文化-セ試Ａ日程"
"331501010600","久留米大学","文","社会/医療福祉"
"331501010681","久留米大学","文","社会/医療福祉-セ試Ａ日程"
"331501010700","久留米大学","文","社会/子ども家庭福祉"
"331501010781","久留米大学","文","社会/子ども家庭福祉-セ試Ａ日程"
"331501010800","久留米大学","文","心理"
"331501010881","久留米大学","文","心理-セ試Ａ日程"
"331502010100","久留米大学","法","法律"
"331502010181","久留米大学","法","法律-セ試Ａ日程"
"331502010200","久留米大学","法","国際政治"
"331502010281","久留米大学","法","国際政治-セ試Ａ日程"
"331503010100","久留米大学","経済","経済・文化経済-一般"
"331503010181","久留米大学","経済","経済・文化経済-セ試Ａ日程"
"331504010100","久留米大学","商","商学"
"331504010181","久留米大学","商","商学-セ試Ａ日程"
"331513010100","久留米大学","医","医学"
"331513010102","久留米大学","医","医学-福岡県特別枠"
"331513010200","久留米大学","医","看護"
"331513010281","久留米大学","医","看護-セ試Ａ日程"
"332011510101","久留米工業大学","工","機械/環境エンジニアリング以外-前期"
"332011510181","久留米工業大学","工","機械/環境エンジニアリング以外-セ試前期"
"332011510201","久留米工業大学","工","交通機械工-前期"
"332011510281","久留米工業大学","工","交通機械工-セ試前期"
"332011510301","久留米工業大学","工","情報ネットワーク工-前期"
"332011510381","久留米工業大学","工","情報ネットワーク工-セ試前期"
"332011510401","久留米工業大学","工","建築・設備工-前期"
"332011510481","久留米工業大学","工","建築・設備工-セ試前期"
"332011510501","久留米工業大学","工","機械/環境エンジニアリング-前期"
"332011510581","久留米工業大学","工","機械/環境エンジニアリング-セ試前期"
"332011510601","久留米工業大学","工","教育創造工-前期"
"332011510681","久留米工業大学","工","教育創造工-セ試前期"
"332513010100","産業医科大学","医","医学"
"332514240100","産業医科大学","産業保健","看護-Ａ方式"
"332514240200","産業医科大学","産業保健","環境マネジメント"
"332714220101","純真学園大学","保健医療","看護-一期"
"332714220180","純真学園大学","保健医療","看護-セ試Ⅰ期"
"332714220201","純真学園大学","保健医療","放射線技術科学-一期"
"332714220280","純真学園大学","保健医療","放射線技術科学-セ試Ⅰ期"
"332714220301","純真学園大学","保健医療","検査科学-一期"
"332714220380","純真学園大学","保健医療","検査科学-セ試Ⅰ期"
"332714220401","純真学園大学","保健医療","医療工-一期"
"332714220480","純真学園大学","保健医療","医療工-セ試Ⅰ期"
"333001010101","西南学院大学","文","英文-Ａ日程"
"333001010102","西南学院大学","文","英文-Ｆ日程"
"333001010181","西南学院大学","文","英文-セ試前期"
"333001010182","西南学院大学","文","英文-セ試併用"
"333001010201","西南学院大学","文","外国語/英語-Ａ日程"
"333001010202","西南学院大学","文","外国語/英語-Ｆ日程"
"333001010281","西南学院大学","文","外国語/英語-セ試前期"
"333001010282","西南学院大学","文","外国語/英語-セ試併用"
"333001010301","西南学院大学","文","外国語/フランス語-Ａ日程"
"333001010302","西南学院大学","文","外国語/フランス語-Ｆ日程"
"333001010381","西南学院大学","文","外国語/フランス語-セ試前期"
"333001010382","西南学院大学","文","外国語/フランス語-セ試併用"
"333001160101","西南学院大学","神","神学-Ａ日程"
"333001160102","西南学院大学","神","神学-Ｆ日程"
"333002010101","西南学院大学","法","法律-Ａ日程"
"333002010102","西南学院大学","法","法律-Ｆ日程"
"333002010181","西南学院大学","法","法律-セ試前期"
"333002010182","西南学院大学","法","法律-セ試併用"
"333002010201","西南学院大学","法","国際関係法-Ａ日程"
"333002010202","西南学院大学","法","国際関係法-Ｆ日程"
"333002010281","西南学院大学","法","国際関係法-セ試前期"
"333002010282","西南学院大学","法","国際関係法-セ試併用"
"333003010101","西南学院大学","経済","経済-Ａ日程"
"333003010102","西南学院大学","経済","経済-Ｆ日程"
"333003010181","西南学院大学","経済","経済-セ試前期"
"333003010182","西南学院大学","経済","経済-セ試併用"
"333003010201","西南学院大学","経済","国際経済-Ａ日程"
"333003010202","西南学院大学","経済","国際経済-Ｆ日程"
"671522220681","名古屋経済大短大部","短期","キャリアデザイン-セ試Ⅰ期"
"672522220201","名古屋女子大短大部","短期","生活/生活情報-Ⅰ期"
"672522220282","名古屋女子大短大部","短期","生活/生活情報-セ試Ⅰ期１科目"
"672522220283","名古屋女子大短大部","短期","生活/生活情報-セ試Ⅰ期２科目"
"672522220284","名古屋女子大短大部","短期","生活/生活情報-セ試プラス"
"672522220301","名古屋女子大短大部","短期","生活/食生活-Ⅰ期"
"672522220382","名古屋女子大短大部","短期","生活/食生活-セ試Ⅰ期１科目"
"672522220383","名古屋女子大短大部","短期","生活/食生活-セ試Ⅰ期２科目"
"672522220384","名古屋女子大短大部","短期","生活/食生活-セ試プラス"
"672522220401","名古屋女子大短大部","短期","生活/生活創造デザイン-Ⅰ期"
"672522220482","名古屋女子大短大部","短期","生活/生活創造デザイン-セ試Ⅰ期１科目"
"672522220483","名古屋女子大短大部","短期","生活/生活創造デザイン-セ試Ⅰ期２科目"
"672522220484","名古屋女子大短大部","短期","生活/生活創造デザイン-セ試プラス"
"672522220701","名古屋女子大短大部","短期","保育-Ⅰ期"
"672522220782","名古屋女子大短大部","短期","保育-セ試Ⅰ期１科目"
"672522220783","名古屋女子大短大部","短期","保育-セ試Ⅰ期２科目"
"672522220784","名古屋女子大短大部","短期","保育-セ試プラス"
"673022220101","名古屋文化短大","短期","生活/生活文化-Ａ日程"
"673022220201","名古屋文化短大","短期","生活/食生活-Ａ日程"
"673022220301","名古屋文化短大","短期","生活/ファッションビジネス-Ａ日程"
"674522220501","名古屋文理大短大部","短期","食物/製菓-Ａ"
"674522220581","名古屋文理大短大部","短期","食物/製菓-セ試Ⅰ期"
"674522220601","名古屋文理大短大部","短期","食物/栄養士-Ａ"
"674522220681","名古屋文理大短大部","短期","食物/栄養士-セ試Ⅰ期"
"675022220101","名古屋柳城短大","短期","保育-Ａ"
"675522220101","南山大短大部","短期","英語-Ａ方式"
"675522220181","南山大短大部","短期","英語-セ試前期Ａ"
"675522220182","南山大短大部","短期","英語-セ試併用"
"677522220101","鈴鹿短大","短期","生活/生活コミュニケーション学-Ⅰ期"
"677522220201","鈴鹿短大","短期","生活/食物栄養-Ⅰ期"
"677522220301","鈴鹿短大","短期","生活/こども-Ⅰ期"
"678022220201","高田短大","短期","オフィス人材育成-Ⅰ期"
"678022220301","高田短大","短期","子ども-Ⅰ期"
"678022220401","高田短大","短期","人間介護福祉-Ⅰ期"
"679022220101","滋賀短大","短期","幼児教育保育-Ⅰ期"
"679022220180","滋賀短大","短期","幼児教育保育-セ試Ⅰ期"
"679022220201","滋賀短大","短期","ビジネスコミュニケーション-Ⅰ期"
"679022220280","滋賀短大","短期","ビジネスコミュニケーション-セ試Ⅰ期"
"679022220301","滋賀短大","短期","生活-Ⅰ期"
"679022220380","滋賀短大","短期","生活-セ試Ⅰ期"
"679522220500","びわこ学院大短大部","短期","ライフデザイン/介護福祉以外-前期"
"679522220580","びわこ学院大短大部","短期","ライフデザイン/介護福祉以外-セ試Ａ日程"
"679522220600","びわこ学院大短大部","短期","ライフデザイン/介護福祉-前期"
"679522220680","びわこ学院大短大部","短期","ライフデザイン/介護福祉-セ試Ａ日程"
"680022220100","滋賀文教短大","短期","国文-前期"
"680022220200","滋賀文教短大","短期","子ども-前期"
"681022220101","池坊短大","短期","環境文化/製菓クリエイト以外-前期"
"681022220181","池坊短大","短期","環境文化/製菓クリエイト以外-セ試前期"
"681022220201","池坊短大","短期","文化芸術-前期"
"681022220281","池坊短大","短期","文化芸術-セ試前期"
"681022220301","池坊短大","短期","環境文化/製菓クリエイト-前期"
"681022220381","池坊短大","短期","環境文化/製菓クリエイト-セ試前期"
"681522220101","大谷大短大部","短期","仏教-１期"
"681522220180","大谷大短大部","短期","仏教-セ試"
"681522220301","大谷大短大部","短期","幼児教育保育-１期"
"681522220380","大谷大短大部","短期","幼児教育保育-セ試"
"682022220401","華頂短大","短期","幼児教育-Ⅰ期"
"682022220481","華頂短大","短期","幼児教育-セ試Ⅰ期"
"682022220601","華頂短大","短期","歴史文化-Ⅰ期"
"682022220681","華頂短大","短期","歴史文化-セ試Ⅰ期"
"682022220701","華頂短大","短期","人間健康福祉-Ⅰ期"
"682022220781","華頂短大","短期","人間健康福祉-セ試Ⅰ期"
"682522220200","成美大短大部","短期","生活/食物栄養-一次"
"683522220101","京都外語短大","短期","キャリア英語-Ⅰ期"
"684022220101","京都経済短大","短期","経営情報-前期Ａ日程"
"684522220301","京都光華女子大短大部","短期","ライフデザイン-前期Ａ日程"
"684522220381","京都光華女子大短大部","短期","ライフデザイン-セ試Ⅰ期"
"684522220401","京都光華女子大短大部","短期","こども保育-前期Ａ日程"
"684522220481","京都光華女子大短大部","短期","こども保育-セ試Ⅰ期"
"685022220101","京都嵯峨芸術大短大部","短期","美術-前期"
"686022220102","京都文教短大","短期","幼児教育-前期英国型"
"686022220103","京都文教短大","短期","幼児教育-前期英数型"
"686022220104","京都文教短大","短期","幼児教育-前期国数型"
"686022220180","京都文教短大","短期","幼児教育-セ試前期"
"686022220402","京都文教短大","短期","食物栄養-前期英国型"
"686022220403","京都文教短大","短期","食物栄養-前期英数型"
"686022220404","京都文教短大","短期","食物栄養-前期国数型"
"686022220480","京都文教短大","短期","食物栄養-セ試前期"
"686022220502","京都文教短大","短期","ライフデザイン-前期英国型"
"686022220503","京都文教短大","短期","ライフデザイン-前期英数型"
"686022220504","京都文教短大","短期","ライフデザイン-前期国数型"
"686022220580","京都文教短大","短期","ライフデザイン-セ試前期"
"687022220101","京都西山短大","短期","仏教/仏教学"
"687022220201","京都西山短大","短期","仏教/仏教保育"
"687522220301","京都聖母女学院短大","短期","児童教育-Ａ"
"687522220381","京都聖母女学院短大","短期","児童教育-セ試Ⅰ期"
"687522220401","京都聖母女学院短大","短期","生活/キャリアデザイン-Ａ"
"687522220481","京都聖母女学院短大","短期","生活/キャリアデザイン-セ試Ⅰ期"
"687522220501","京都聖母女学院短大","短期","生活/食物栄養-Ａ"
"687522220581","京都聖母女学院短大","短期","生活/食物栄養-セ試Ⅰ期"
"688522220101","龍谷大短大部","短期","社会福祉-Ａ日程"
"688522220180","龍谷大短大部","短期","社会福祉-セ試前期2教科"
"688522220181","龍谷大短大部","短期","社会福祉-セ試前期3教科"
"688522220201","龍谷大短大部","短期","こども教育-A日程"
"688522220281","龍谷大短大部","短期","こども教育-セ試中期"
"308510810702","岡山理科大学","理","応物/医用科学-前期ＳＡB方式"
"308510810703","岡山理科大学","理","応物/医用科学-前期ＳＢ方式"
"308510810704","岡山理科大学","理","応物/医用科学-前期Ｂ１方式"
"308510810781","岡山理科大学","理","応物/医用科学-セ試ＣⅠ"
"308510810801","岡山理科大学","理","動物-前期ＳＡ方式"
"308510810802","岡山理科大学","理","動物-前期ＳＡB方式"
"308510810803","岡山理科大学","理","動物-前期ＳＢ方式"
"308510810804","岡山理科大学","理","動物-前期Ｂ１方式"
"308510810881","岡山理科大学","理","動物-セ試ＣⅠ"
"308511140100","岡山理科大学","生物地球","生物地球-前期ＳＡ方式"
"308511140101","岡山理科大学","生物地球","生物地球-前期ＳＡＢ方式"
"308511140102","岡山理科大学","生物地球","生物地球-前期ＳＢ方式"
"308511140103","岡山理科大学","生物地球","生物地球-前期B１方式"
"308511140180","岡山理科大学","生物地球","生物地球-セ試ＣⅠ"
"308511510101","岡山理科大学","工","機械システム工-前期ＳＡ方式"
"308511510102","岡山理科大学","工","機械システム工-前期ＳＡＢ方式"
"308511510103","岡山理科大学","工","機械システム工-前期ＳＢ方式"
"308511510104","岡山理科大学","工","機械システム工-前期Ｂ１方式"
"308511510181","岡山理科大学","工","機械システム工-セ試ＣⅠ"
"308511510201","岡山理科大学","工","電気電子システム-前期ＳＡ方式"
"308511510202","岡山理科大学","工","電気電子システム-前期ＳＡＢ方式"
"308511510203","岡山理科大学","工","電気電子システム-前期ＳＢ方式"
"308511510204","岡山理科大学","工","電気電子システム-前期Ｂ１方式"
"308511510281","岡山理科大学","工","電気電子システム-セ試ＣⅠ"
"308511510301","岡山理科大学","工","情報工-前期ＳＡ方式"
"308511510302","岡山理科大学","工","情報工-前期ＳＡＢ方式"
"308511510303","岡山理科大学","工","情報工-前期ＳＢ方式"
"308511510304","岡山理科大学","工","情報工-前期Ｂ１方式"
"308511510381","岡山理科大学","工","情報工-セ試ＣⅠ"
"308511510401","岡山理科大学","工","バイオ・応用化学-前期ＳＡ方式"
"308511510402","岡山理科大学","工","バイオ・応用化学-前期ＳＡＢ方式"
"308511510403","岡山理科大学","工","バイオ・応用化学-前期ＳＢ方式"
"308511510404","岡山理科大学","工","バイオ・応用化学-前期Ｂ１方式"
"308511510481","岡山理科大学","工","バイオ・応用化学-セ試ＣⅠ"
"308511510601","岡山理科大学","工","知能機械工-前期ＳＡ方式"
"308511510602","岡山理科大学","工","知能機械工-前期ＳＡＢ方式"
"308511510603","岡山理科大学","工","知能機械工-前期ＳＢ方式"
"308511510604","岡山理科大学","工","知能機械工-前期Ｂ１方式"
"308511510681","岡山理科大学","工","知能機械工-セ試ＣⅠ"
"308511510701","岡山理科大学","工","生体医工-前期ＳＡ方式"
"308511510702","岡山理科大学","工","生体医工-前期ＳＡＢ方式"
"308511510703","岡山理科大学","工","生体医工-前期ＳＢ方式"
"308511510704","岡山理科大学","工","生体医工-前期Ｂ１方式"
"308511510781","岡山理科大学","工","生体医工-セ試ＣⅠ"
"308511510801","岡山理科大学","工","工学プロジェクト-前期ＳＡ方式"
"308511510802","岡山理科大学","工","工学プロジェクト-前期ＳＡＢ方式"
"308511510803","岡山理科大学","工","工学プロジェクト-前期ＳＢ方式"
"308511510804","岡山理科大学","工","工学プロジェクト-前期Ｂ１方式"
"308511510881","岡山理科大学","工","工学プロジェクト-セ試ＣⅠ"
"308511510901","岡山理科大学","工","建築-前期ＳＡ方式"
"308511510902","岡山理科大学","工","建築-前期ＳＡＢ方式"
"308511510903","岡山理科大学","工","建築-前期ＳＢ方式"
"308511510904","岡山理科大学","工","建築-前期Ｂ１方式"
"308511510981","岡山理科大学","工","建築-セ試ＣⅠ"
"309013010100","川崎医科大学","医","医学"
"309514010201","川崎医療福祉大学","医療技術","感覚/言語聴覚-前期"
"309514010280","川崎医療福祉大学","医療技術","感覚/言語聴覚-セ試前期"
"309514010301","川崎医療福祉大学","医療技術","感覚/視能-前期"
"309514010380","川崎医療福祉大学","医療技術","感覚/視能-セ試前期"
"309514010401","川崎医療福祉大学","医療技術","リハビリ/作業療法-前期"
"309514010480","川崎医療福祉大学","医療技術","リハビリ/作業療法-セ試前期"
"309514010501","川崎医療福祉大学","医療技術","リハビリ/理学療法-前期"
"309514010580","川崎医療福祉大学","医療技術","リハビリ/理学療法-セ試前期"
"309514010601","川崎医療福祉大学","医療技術","臨床栄養-前期"
"309514010680","川崎医療福祉大学","医療技術","臨床栄養-セ試前期"
"309514010701","川崎医療福祉大学","医療技術","健康体育-前期"
"309514010780","川崎医療福祉大学","医療技術","健康体育-セ試前期"
"309514010801","川崎医療福祉大学","医療技術","臨床工-前期"
"309514010880","川崎医療福祉大学","医療技術","臨床工-セ試前期"
"309514040101","川崎医療福祉大学","医療福祉","医療福祉-前期"
"284511070401","近畿大学","産業理工","生物環境化学-前期Ａ日程"
"284511070402","近畿大学","産業理工","生物環境化学-前期Ｂ日程"
"284511070481","近畿大学","産業理工","生物環境化学-セ試C方式前期"
"284511070483","近畿大学","産業理工","生物環境化学-セ試ＰＣ方式前期"
"284511070501","近畿大学","産業理工","建築・デザイン-前期Ａ日程"
"284511070502","近畿大学","産業理工","建築・デザイン-前期Ｂ日程"
"284511070581","近畿大学","産業理工","建築・デザイン-セ試C方式前期"
"284511070583","近畿大学","産業理工","建築・デザイン-セ試ＰＣ方式前期"
"284511510101","近畿大学","工","機械工-前期Ａ日程"
"284511510102","近畿大学","工","機械工-前期Ｂ日程"
"284511510181","近畿大学","工","機械工-セ試C方式前期"
"284511510182","近畿大学","工","機械工-セ試ＰＣ方式前期"
"284511510201","近畿大学","工","電子情報工-前期Ａ日程"
"284511510202","近畿大学","工","電子情報工-前期Ｂ日程"
"284511510281","近畿大学","工","電子情報工-セ試C方式前期"
"284511510282","近畿大学","工","電子情報工-セ試ＰＣ方式前期"
"284511510301","近畿大学","工","情報システム工-前期Ａ日程"
"284511510302","近畿大学","工","情報システム工-前期Ｂ日程"
"284511510381","近畿大学","工","情報システム工-セ試C方式前期"
"284511510382","近畿大学","工","情報システム工-セ試ＰＣ方式前期"
"284511510401","近畿大学","工","建築-前期Ａ日程"
"284511510402","近畿大学","工","建築-前期Ｂ日程"
"284511510481","近畿大学","工","建築-セ試C方式前期"
"284511510482","近畿大学","工","建築-セ試ＰＣ方式前期"
"284511510501","近畿大学","工","生物化学工-前期Ａ日程"
"284511510502","近畿大学","工","生物化学工-前期Ｂ日程"
"284511510581","近畿大学","工","生物化学工-セ試C方式前期"
"284511510582","近畿大学","工","生物化学工-セ試ＰＣ方式前期"
"284511510701","近畿大学","工","知能機械工-前期Ａ日程"
